procedure_name,tin_type,tin_value,billing_class,negotiated_type,service_code,negotiated_rate,npi,reporting_entity_name,reporting_entity_type,plan_name,plan_id_type,plan_id,plan_market_type,last_updated_on,version,url,billing_code,NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date,Combined_taxonomy_codes
Chemical destruction of pre-cancerous lesions of the skin,ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",84.11,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Initial visit for new patients 1-4 years old,ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.05,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",104.97,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",145.62,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Injection into lower back of nerve block using imaging guidance,ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",172.68,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Laser removal of incompetent vein,ein,201610428,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",1324.73,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
"Qualified non physician health care professional online digital assessment and management, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",30.64,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,98972,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Chemical destruction of pre-cancerous lesions of the skin,ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",33.15,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",34.93,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",53.46,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Initial visit for new patients 1-4 years old,ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",65.07,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Injection into lower back of nerve block using imaging guidance,ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",84.41,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",94.98,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Laser removal of incompetent vein,ein,201610428,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",326.35,1841265295,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1841265295,2,HUTTO THERAPY CENTER,,,PO BOX 970,,HUTTO,TX,78634,US,5128462266.0,5128462245.0,101 PARK ST,,HUTTO,TX,78634,5128462266.0,5128462245.0,2/21/2006,8/22/2020,THOMPSON,MICHAEL,ANTHONY,CO OWNER PHYSICAL THERAPIST,5128462266,,,Y,,N,,,MR.,,MSPT,,,,261QM1300X
Blood test to measure a type of thyroid hormone,ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",3.85,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,84436,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
Blood test to determine existence of certain bacterium that causes syphilis,ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",7.41,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,86780,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"2 views, front and back",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",25.45,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,71046,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"Radiologic examination of the middle spine, 3 views",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",29.85,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,72072,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
Test to determine heart abnormalities,ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",71.94,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,93015,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"Emergency department visit, problem of high severity",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.87,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"Emergency department visit, problem of high severity",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",136.06,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"Emergency department visit, problem of high severity",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",154.2,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
"Emergency department visit, problem of high severity",ein,201791352,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",181.42,1053464008,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1053464008,2,IVAN RAMIREZ MD PA,,,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,US,5128476789.0,5128477968.0,9670 RANCH ROAD 12,,WIMBERLEY,TX,786765238,5128476789.0,5128477968.0,1/20/2007,3/26/2018,RAMIREZ,JUAN,IVAN,PRESIDENT,5128476789,J9290,TX,Y,,N,,,DR.,,M.D.,,,,261QP2300X
